City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Kilindoni,TZ,-7.9139,39.6668,78.31,83,97,12.08,moderate rain
349,Karratha,AU,-20.7377,116.8463,104.79,18,42,12.17,scattered clouds
350,Ayotzintepec,MX,17.6667,-96.1333,70.09,96,6,2.86,clear sky
351,Alekseyevsk,RU,57.8406,108.3492,21.67,83,100,13.8,overcast clouds
352,Narsaq,GL,60.9167,-46.05,37.62,97,100,4.74,moderate rain
353,Constitucion,CL,-35.3333,-72.4167,61.07,58,0,8.61,clear sky
354,Vao,NC,-22.6667,167.4833,76.78,85,100,17.43,overcast clouds
355,Necochea,AR,-38.5473,-58.7368,55.04,83,100,5.21,overcast clouds
356,Ixtapa,MX,20.7,-105.2,77.23,89,73,1.61,broken clouds
357,Aranos,NA,-24.1333,19.1167,59.02,36,0,7.23,clear sky
358,Galway,IE,53.2719,-9.0489,39.15,69,2,15.3,clear sky
359,Staryy Nadym,RU,65.6118,72.6842,-29.67,100,79,2.19,broken clouds
360,Dingle,PH,10.9995,122.6711,79.86,77,83,14.9,broken clouds
361,Cabedelo,BR,-6.9811,-34.8339,79.47,84,40,11.74,scattered clouds
362,Floresti,MD,47.8933,28.3014,30.22,55,42,5.28,scattered clouds
363,Barentu,ER,15.1139,37.5928,68.22,47,0,4.47,clear sky
364,Guerrero Negro,MX,27.9769,-114.0611,62.15,83,47,15.79,scattered clouds
365,Challapata,BO,-18.9,-66.7667,53.47,65,92,4.59,light rain
366,Kijang,KR,35.2442,129.2139,44.33,55,5,2.01,clear sky
367,Shumskiy,RU,54.8318,99.1328,23.5,68,97,11.36,overcast clouds
368,Skibbereen,IE,51.55,-9.2667,40.8,68,4,15.57,clear sky
369,Maxixe,MZ,-23.8597,35.3472,75.6,92,0,7.58,clear sky
370,Sola,VU,-13.8833,167.55,79.23,80,100,17.16,overcast clouds
371,Shenjiamen,CN,29.9576,122.298,57.97,54,100,4.65,overcast clouds
372,Surskoye,RU,54.4821,46.7214,26.65,83,73,8.66,broken clouds
373,Luwingu,ZM,-10.2621,29.9271,63.34,59,12,2.28,few clouds
374,Bauchi,NG,10.5,10.0,65.48,34,100,3.33,overcast clouds
375,Mayumba,GA,-3.432,10.6554,77.32,91,100,8.03,light rain
376,Cap Malheureux,MU,-19.9842,57.6142,78.48,71,1,3.0,clear sky
377,Belaya Gora,RU,68.5333,146.4167,-44.88,100,76,0.72,broken clouds
378,Binzhou,CN,37.3667,118.0167,49.89,44,0,5.28,clear sky
379,Cotonou,BJ,6.3654,2.4183,82.38,89,20,9.22,few clouds
380,Pahrump,US,36.2083,-115.9839,60.17,28,0,1.01,clear sky
381,Fort Saint James,CA,54.4333,-124.25,20.82,86,83,4.61,broken clouds
382,Erzurum,TR,40.0,41.5,19.08,66,74,1.68,broken clouds
383,Gerash,IR,27.6652,54.1371,44.74,48,71,2.15,broken clouds
384,Bonthe,SL,7.5264,-12.505,79.25,82,36,3.58,scattered clouds
385,San Quintin,MX,30.4833,-115.95,58.5,87,73,13.58,broken clouds
386,Wad Rawah,SD,15.1603,33.1397,76.3,33,0,10.09,clear sky
387,Dicabisagan,PH,17.0818,122.4157,72.88,80,100,6.87,overcast clouds
388,Isangel,VU,-19.55,169.2667,86.11,94,75,9.22,broken clouds
389,Qom,IR,34.6401,50.8764,45.52,51,25,2.75,scattered clouds
390,Ust-Ishim,RU,57.6935,71.1665,31.84,89,100,11.99,overcast clouds
391,Wewak,PG,-3.5534,143.6268,84.88,72,100,9.95,light rain
392,Naustdal,NO,61.509,5.7168,37.26,79,100,5.1,overcast clouds
393,Maumere,ID,-8.6199,122.2111,84.9,69,96,7.4,light rain
394,Maraa,BR,-1.8333,-65.3667,73.33,96,98,1.77,overcast clouds
395,Isla Vista,US,34.4133,-119.861,58.35,74,1,4.61,clear sky
396,Nador,MA,35.174,-2.9287,61.05,72,90,19.57,overcast clouds
397,Tupancireta,BR,-29.0806,-53.8358,67.82,80,100,10.58,overcast clouds
398,Rawson,AR,-43.3002,-65.1023,67.78,45,0,26.24,clear sky
399,Kieta,PG,-6.2167,155.6333,83.39,79,100,3.33,moderate rain
400,Salacgriva,LV,57.7536,24.3581,19.9,91,34,12.97,scattered clouds
401,Morondava,MG,-20.2833,44.2833,79.14,81,6,4.43,clear sky
402,Tilichiki,RU,60.4667,166.1,3.56,94,100,11.48,overcast clouds
403,Bilma,NE,18.6853,12.9164,60.26,26,2,13.06,clear sky
404,Egvekinot,RU,66.3167,-179.1667,-3.96,88,100,16.31,light snow
405,Ashington,GB,50.9331,-0.3909,42.85,81,98,5.99,light rain
406,Kharp,RU,66.8014,65.8081,-22.18,95,11,2.53,few clouds
407,Kawalu,ID,-7.3817,108.2082,85.21,64,97,0.11,light rain
408,Asfi,MA,32.2994,-9.2372,55.29,85,1,15.01,clear sky
409,Berlin,DE,52.5244,13.4105,35.17,91,75,4.0,snow
410,Westport,US,41.1415,-73.3579,46.22,75,1,1.01,clear sky
411,Leh,IN,34.1667,77.5833,17.71,69,100,2.35,overcast clouds
412,Mount Isa,AU,-20.7333,139.5,101.97,15,2,12.66,clear sky
413,Hammerfest,NO,70.6634,23.6821,18.05,67,37,5.75,scattered clouds
414,Svobodnyy,RU,51.4,128.1333,11.25,93,100,8.46,overcast clouds
415,Kurilsk,RU,45.2333,147.8833,32.45,58,94,18.48,overcast clouds
416,Inuvik,CA,68.3499,-133.7218,-17.39,73,1,5.75,clear sky
417,Dire Dawa,ET,9.5931,41.8661,60.94,61,0,0.76,clear sky
418,Homer,US,59.6425,-151.5483,20.05,88,75,3.44,broken clouds
419,Rabat,MA,33.9911,-6.8401,52.03,100,36,0.0,scattered clouds
420,Coquimbo,CL,-29.9533,-71.3436,58.73,88,20,5.75,few clouds
421,Mahajanga,MG,-15.7167,46.3167,78.82,65,20,5.75,few clouds
422,Diu,IN,20.7141,70.9822,73.81,66,0,6.67,clear sky
423,Khudumelapye,BW,-23.8833,24.75,67.44,84,100,6.85,light rain
424,Vysokogornyy,RU,50.1167,139.15,8.67,84,97,10.76,overcast clouds
425,Maebaru,JP,33.55,130.2,56.97,50,31,3.06,scattered clouds
426,Mastic Beach,US,40.7668,-72.8521,44.98,79,1,4.0,clear sky
427,Saint-Francois,FR,46.4154,3.9054,39.67,86,90,4.61,overcast clouds
428,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,72.1,65,57,2.93,broken clouds
429,Axim,GH,4.8699,-2.2405,78.49,85,100,4.27,light rain
430,Oyama,JP,36.3,139.8,53.53,33,1,4.25,clear sky
431,Baghdad,IQ,33.3406,44.4009,48.11,57,0,1.14,clear sky
432,Cabatuan,PH,10.8794,122.486,80.19,74,72,17.13,broken clouds
433,Ushibuka,JP,32.1906,130.0228,54.1,53,2,5.88,clear sky
434,Torquay,GB,50.4638,-3.5143,44.58,83,33,25.21,scattered clouds
435,Magaria,NE,12.9983,8.9099,68.49,21,74,9.95,broken clouds
436,Balingasay,PH,16.3573,119.8564,79.52,60,71,10.83,broken clouds
437,Palu,ID,-0.8917,119.8707,86.81,71,80,4.12,broken clouds
438,Okha,RU,53.5739,142.9478,6.6,80,98,13.62,overcast clouds
439,Calella,ES,41.618,2.6678,52.3,68,79,6.24,broken clouds
440,Nchelenge,ZM,-9.3451,28.734,71.38,61,23,3.44,few clouds
441,Tromso,NO,69.6496,18.957,19.42,58,0,14.97,clear sky
442,Hambantota,LK,6.1241,81.1185,77.34,100,40,1.14,mist
443,Kiunga,PG,-6.1219,141.2906,81.52,91,97,3.49,moderate rain
444,Zemio,CF,5.0314,25.1361,70.36,73,14,1.25,few clouds
445,Semey,KZ,50.4111,80.2275,14.22,92,75,4.47,mist
446,Kortkeros,RU,61.8106,51.5806,5.18,94,100,11.01,light snow
447,Mareeba,AU,-17.0,145.4333,91.44,35,12,9.71,few clouds
448,Teya,RU,60.3778,92.6267,11.86,91,100,6.53,overcast clouds
449,Mazagao,BR,-0.115,-51.2894,77.05,94,80,3.04,broken clouds
450,Vorukh,TJ,39.8494,70.5838,39.42,39,36,3.96,scattered clouds
451,Musoma,TZ,-1.5,33.8,65.66,86,86,7.49,overcast clouds
452,Inhambane,MZ,-23.865,35.3833,76.32,91,0,8.52,clear sky
453,Kencong,ID,-8.2833,113.3667,85.15,65,95,2.3,overcast clouds
454,Palmer,US,42.1584,-72.3287,38.86,69,90,0.0,overcast clouds
455,High Level,CA,58.5169,-117.136,-18.29,76,90,2.3,overcast clouds
456,Santarem,BR,-2.4431,-54.7083,75.33,94,75,0.0,broken clouds
457,Hadejia,NG,12.4498,10.0444,69.39,21,44,9.06,scattered clouds
458,Borgo San Dalmazzo,IT,44.333,7.4858,44.13,68,92,1.19,overcast clouds
459,Sur,OM,22.5667,59.5289,72.81,57,12,4.61,few clouds
460,Kalmar,SE,56.6616,16.3616,34.97,82,20,13.8,few clouds
461,Zagra,RO,47.3333,24.2833,30.94,81,100,1.92,overcast clouds
462,Te Anau,NZ,-45.4167,167.7167,45.72,97,100,6.82,light rain
463,Ixtlahuacan Del Rio,MX,20.8667,-103.25,64.71,31,14,1.59,few clouds
464,Chengdu,CN,30.6667,104.0667,51.69,76,26,0.0,mist
465,Khalimbekaul,RU,42.846,47.1387,34.83,41,67,6.11,broken clouds
466,Nome,US,64.5011,-165.4064,12.27,85,90,20.71,snow
467,Champasak,LA,14.75,106.0,68.88,46,39,2.08,scattered clouds
468,Port Said,EG,31.2565,32.2841,64.38,68,0,5.75,clear sky
469,Erdenet,MN,49.0333,104.0833,21.81,37,0,7.29,clear sky
470,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,94,75,7.23,broken clouds
471,Buchanan,LR,5.8808,-10.0467,76.96,85,70,3.15,light rain
472,Namanga,KE,-2.5433,36.7905,63.05,93,62,5.44,light rain
473,Yarmouth,US,41.7057,-70.2286,45.99,78,1,3.0,clear sky
474,Zambezi,ZM,-13.5432,23.1047,64.2,95,78,3.69,broken clouds
475,Pandan,PH,14.0453,124.1694,80.19,67,72,16.71,broken clouds
476,Fasa,IR,28.9383,53.6482,38.44,52,0,4.61,clear sky
477,Chuy,UY,-33.6971,-53.4616,63.57,93,99,7.11,overcast clouds
478,La Asuncion,VE,11.0333,-63.8628,89.33,62,25,12.66,scattered clouds
479,Padang,ID,-0.9492,100.3543,77.05,84,99,3.47,overcast clouds
480,Ulladulla,AU,-35.35,150.4667,64.87,56,100,9.62,overcast clouds
481,Harrisburg,US,40.2737,-76.8844,46.92,53,40,5.75,scattered clouds
482,Cerea,IT,45.1921,11.2103,41.94,83,96,0.11,overcast clouds
483,Smithers,CA,54.7804,-127.1743,19.72,93,40,0.0,scattered clouds
484,Tawang,IN,27.5833,91.8667,51.71,53,10,3.51,clear sky
485,Vredendal,ZA,-31.6683,18.5012,62.24,77,58,3.02,light rain
486,Talsi,LV,57.2456,22.5814,25.72,94,99,9.78,light snow
487,Beitbridge,ZW,-22.2167,30.0,76.62,54,28,14.65,scattered clouds
488,Mpwapwa,TZ,-6.35,36.4833,63.1,96,24,2.93,few clouds
489,Paamiut,GL,61.994,-49.6678,31.46,99,99,14.36,snow
490,Hay River,CA,60.8156,-115.7999,-23.82,69,1,5.75,clear sky
491,Buta,CD,2.7858,24.73,71.89,89,99,0.69,overcast clouds
492,Nanchang,CN,28.6833,115.8833,59.58,37,0,2.91,clear sky
493,Whitehorse,CA,60.7161,-135.0538,-22.7,74,1,3.0,clear sky
494,Vagur,FO,61.4732,-6.8119,40.84,55,79,17.31,broken clouds
495,Quatre Cocos,MU,-20.2078,57.7625,78.1,68,17,11.05,few clouds
496,Tabuk,PH,17.4189,121.4443,72.3,79,88,5.01,overcast clouds
497,Orlik,RU,52.5178,99.825,8.46,85,27,5.06,scattered clouds
498,Alwar,IN,27.5667,76.6,65.44,60,0,2.86,clear sky
499,Tuim,RU,54.3417,89.9261,15.13,87,82,6.46,broken clouds
500,General Pico,AR,-35.6566,-63.7568,54.68,96,39,4.56,scattered clouds
501,Viedma,AR,-40.8135,-62.9967,57.43,54,6,12.24,clear sky
502,Grindavik,IS,63.8424,-22.4338,32.47,74,0,12.66,clear sky
503,Port Lincoln,AU,-34.7333,135.8667,64.67,59,100,8.97,overcast clouds
504,Manokwari,ID,-0.8667,134.0833,82.87,77,85,4.52,overcast clouds
505,Akyab,MM,20.15,92.9,78.1,68,94,3.96,overcast clouds
506,Ous,RU,60.9058,61.5186,1.27,95,100,7.27,overcast clouds
507,Ormara,PK,25.2088,64.6357,72.73,68,0,5.06,clear sky
508,Menongue,AO,-14.6585,17.691,63.52,93,100,3.8,overcast clouds
509,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.47,88,27,7.99,scattered clouds
510,Fez,MA,34.0372,-4.9998,44.71,93,0,8.05,clear sky
511,Belem De Sao Francisco,BR,-8.7539,-38.9658,81.21,59,99,10.13,moderate rain
512,Yemelyanovo,RU,56.1681,92.6767,25.61,74,40,11.18,light shower snow
513,Thinadhoo,MV,0.5333,72.9333,81.84,80,45,16.73,scattered clouds
514,Beihai,CN,21.4833,109.1,68.18,31,43,8.97,scattered clouds
515,Visby,SE,57.6409,18.296,29.05,80,13,9.22,few clouds
516,Otane,NZ,-39.8833,176.6333,77.02,45,81,2.68,broken clouds
517,Inta,RU,66.0317,60.1659,-13.74,86,96,4.14,overcast clouds
518,Kasongo-Lunda,CD,-6.4667,16.8167,69.93,99,100,0.83,overcast clouds
519,Vzmorye,RU,54.6961,20.2361,32.09,93,100,3.85,overcast clouds
520,Empalme,MX,27.9667,-110.8167,75.11,32,100,7.0,overcast clouds
521,Dunedin,NZ,-45.8742,170.5036,53.22,94,100,18.05,light rain
522,Mandalgovi,MN,45.7625,106.2708,29.05,38,2,18.54,clear sky
523,Mersing,MY,2.4312,103.8405,78.71,89,40,9.22,scattered clouds
524,Lyubytino,RU,58.8122,33.3922,8.58,88,99,6.29,overcast clouds
525,Brae,GB,60.3964,-1.353,37.31,65,98,25.1,overcast clouds
526,Ombessa,CM,4.603,11.2565,70.39,91,97,2.39,light rain
527,Itarema,BR,-2.9248,-39.9167,79.43,83,67,10.74,broken clouds
528,Poltavka,RU,54.3663,71.7632,29.16,92,99,11.61,overcast clouds
529,Iiyama,JP,36.85,138.3667,46.15,82,44,3.09,scattered clouds
530,Kungurtug,RU,50.5994,97.5228,9.79,87,46,0.65,scattered clouds
531,Lensk,RU,60.7253,114.9278,12.9,87,100,9.86,overcast clouds
532,Payyannur,IN,12.1,75.2,79.2,76,8,2.73,clear sky
533,Marsaxlokk,MT,35.8419,14.5431,59.07,100,20,5.75,few clouds
534,Progreso,MX,21.2833,-89.6667,74.1,71,15,11.79,few clouds
535,Grants,US,35.1473,-107.8514,39.43,48,1,0.0,clear sky
536,Sakakah,SA,29.9697,40.2064,54.97,39,71,4.47,broken clouds
537,Sarab,IR,38.6066,44.9883,33.85,56,63,1.07,broken clouds
538,Kloulklubed,PW,7.0419,134.2556,81.1,73,99,4.32,overcast clouds
539,Arlit,NE,18.7369,7.3853,66.27,20,54,5.1,broken clouds
540,Bolgatanga,GH,10.7856,-0.8514,75.61,18,13,6.13,few clouds
541,Albac,RO,46.45,22.9667,22.96,85,100,0.87,overcast clouds
542,Denia,ES,38.8408,0.1057,59.54,60,37,14.0,scattered clouds
543,Darab,IR,28.7519,54.5444,51.6,46,70,1.83,broken clouds
544,Mithi,PK,24.7318,69.7981,67.87,30,0,7.92,clear sky
545,Sindi,IN,20.8,78.8667,68.88,62,1,7.72,clear sky
546,Dongsheng,CN,39.8161,109.9776,32.41,21,0,11.05,clear sky
547,Vestmanna,FO,62.1564,-7.1664,36.52,65,75,6.91,broken clouds
548,Mocuba,MZ,-16.8392,36.9856,75.45,65,2,4.88,clear sky
549,Corinto,GR,37.9407,22.9573,55.45,87,0,5.99,clear sky
550,Miri,MY,4.4148,114.0089,86.14,74,40,4.61,scattered clouds
551,Puerto Carreno,CO,6.189,-67.4859,78.24,75,73,3.91,broken clouds
552,Saint-Pierre,RE,-21.3393,55.4781,78.48,67,0,3.44,clear sky
553,Lovozero,RU,68.005,35.0117,-2.9,97,33,4.92,scattered clouds
554,Bilibino,RU,68.0546,166.4372,-36.76,95,58,4.65,broken clouds
555,Poum,NC,-20.2333,164.0167,81.34,72,4,6.24,clear sky
556,Gillette,US,44.2911,-105.5022,52.72,34,1,8.01,clear sky
557,Shelburne,CA,44.0787,-80.2041,31.57,86,83,11.81,broken clouds
558,Ambanja,MG,-13.6833,48.45,73.94,85,8,3.42,clear sky
559,Trincomalee,LK,8.5711,81.2335,79.99,74,0,3.22,clear sky
560,Colac,AU,-38.3333,143.5833,67.15,31,6,7.05,clear sky
561,Kulhudhuffushi,MV,6.6221,73.07,82.27,73,63,6.04,broken clouds
562,Bambanglipuro,ID,-7.95,110.2833,73.6,73,100,4.54,overcast clouds
563,Havelock,US,34.8791,-76.9013,58.95,87,100,5.99,overcast clouds
564,Nsanje,MW,-16.92,35.262,75.63,69,2,1.61,clear sky
565,Polyarnyy,RU,69.1989,33.4478,4.62,95,47,9.28,scattered clouds
566,Kerema,PG,-7.9631,145.7785,85.51,68,21,7.52,few clouds
567,Houma,US,29.5958,-90.7195,66.2,97,0,4.43,clear sky
568,Ambulu,ID,-8.345,113.6058,83.57,68,98,3.27,overcast clouds
569,Kununurra,AU,-15.7667,128.7333,102.18,35,100,12.66,overcast clouds
570,Palora,EC,-1.7,-77.9333,66.04,98,100,2.24,light rain
571,Roma,US,43.2128,-75.4557,37.81,91,90,10.36,snow
572,Burnie,AU,-41.0667,145.9167,57.38,66,99,8.48,overcast clouds
573,Uman,UA,48.7484,30.2218,28.65,79,98,6.35,overcast clouds
574,Omsukchan,RU,62.5333,155.8,-32.21,95,19,3.85,few clouds
575,Urengoy,RU,65.9667,78.3667,-33.23,100,33,1.19,scattered clouds
576,Pochutla,MX,15.7432,-96.4661,77.83,67,0,3.31,clear sky
577,Namibe,AO,-15.1961,12.1522,69.17,73,37,3.31,scattered clouds
578,Aripuana,BR,-9.1667,-60.6333,72.88,94,96,2.46,overcast clouds
579,Oussouye,SN,12.485,-16.5469,74.93,70,100,6.55,overcast clouds
580,Balkanabat,TM,39.5108,54.3671,45.03,57,0,8.1,clear sky
581,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,40,40,8.95,scattered clouds
582,Sorland,NO,67.667,12.6934,28.13,66,17,13.71,few clouds
583,Tura,IN,25.5198,90.2201,72.73,62,95,1.99,overcast clouds
584,Bhanjanagar,IN,19.9333,84.5833,69.01,94,100,4.21,light rain
585,Aban,RU,56.67,96.06,18.61,85,97,13.82,overcast clouds
586,Challans,FR,46.8436,-1.8749,43.0,71,100,19.6,overcast clouds
587,Jacareacanga,BR,-6.2222,-57.7528,73.42,98,100,0.69,overcast clouds
588,Constantine,DZ,36.365,6.6147,42.21,75,0,9.22,clear sky
589,San Andres,CO,12.5847,-81.7006,82.42,78,75,14.97,broken clouds
590,Rudnichnyy,RU,59.617,52.4703,13.89,94,100,12.88,snow
591,Tazovskiy,RU,67.4667,78.7,-30.96,100,64,4.79,broken clouds
592,Svay Rieng,KH,11.0879,105.7993,76.14,66,68,10.38,broken clouds
593,Adrar,MR,20.5022,-10.0711,62.37,21,100,10.18,overcast clouds
594,Indian Head,US,38.6001,-77.1622,52.2,63,1,0.0,clear sky
595,Sovetskaya,RU,44.7769,41.1722,42.6,50,100,1.43,overcast clouds
596,San Pedro,PH,14.35,121.0167,84.31,61,40,5.75,scattered clouds
597,Okmulgee,US,35.6234,-95.9605,59.72,100,90,6.91,mist
598,Kaka,TM,37.3482,59.6143,39.74,87,0,6.6,clear sky
599,Avera,US,33.194,-82.5271,59.72,84,66,4.34,broken clouds
600,Qandala,SO,11.472,49.8728,73.45,66,5,2.57,clear sky
601,Praia,CV,14.9215,-23.5087,73.94,78,75,14.97,broken clouds
602,Glace Bay,CA,46.1969,-59.957,24.57,86,20,5.75,few clouds
603,Santiago Del Estero,AR,-27.7951,-64.2615,69.8,48,100,3.69,overcast clouds
604,New Glasgow,CA,45.5834,-62.6486,25.79,63,3,5.14,clear sky
605,The Valley,AI,18.217,-63.0578,80.46,75,3,18.86,clear sky
606,Riyadh,SA,24.6877,46.7219,48.34,32,2,5.32,clear sky
607,Khani,GE,41.9563,42.9566,42.37,46,98,7.9,overcast clouds
608,Ulaangom,MN,49.9811,92.0667,6.8,75,7,4.18,clear sky
609,Obertshausen,DE,50.0833,8.85,40.24,88,98,8.3,overcast clouds
610,Iranshahr,IR,27.2025,60.6848,52.14,46,0,4.61,clear sky
611,Lieksa,FI,63.3167,30.0167,5.34,91,8,7.52,clear sky
612,Muroto,JP,33.2833,134.15,55.44,60,70,6.64,broken clouds
613,Portales,US,34.1862,-103.3344,51.94,55,66,8.72,broken clouds
614,Kapiri Mposhi,ZM,-13.9652,28.6809,64.71,47,1,5.28,clear sky
615,Ahtopol,BG,42.1,27.95,41.47,85,83,3.62,broken clouds
616,Jiuquan,CN,39.7432,98.5174,39.65,18,0,2.62,clear sky
617,Muli,MV,2.9167,73.5667,83.01,75,46,11.3,scattered clouds
618,Mehamn,NO,71.0357,27.8492,19.44,83,70,23.22,broken clouds
619,Vangaindrano,MG,-23.35,47.6,74.1,92,20,5.53,few clouds
620,Saint-Joseph,RE,-21.3667,55.6167,77.38,77,25,9.22,scattered clouds
621,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,71,75,11.99,broken clouds
622,Deputatskiy,RU,69.3,139.9,-35.07,94,99,2.21,overcast clouds
623,Kathu,TH,7.9178,98.3332,80.42,67,41,17.9,scattered clouds
624,Benicarlo,ES,40.4165,0.4271,56.25,47,0,27.29,clear sky
625,Maicao,CO,11.3832,-72.2432,77.65,84,100,11.56,overcast clouds
626,Bogdanci,MK,41.2031,22.5756,50.76,87,74,0.65,broken clouds
627,Manaus,BR,-3.1019,-60.025,77.5,100,0,4.61,clear sky
628,Banyo,CM,6.75,11.8167,71.38,43,95,1.97,overcast clouds
629,Caiaponia,BR,-16.9567,-51.8103,72.18,81,25,1.86,scattered clouds
630,Scarborough,GB,54.2797,-0.4044,43.92,85,56,5.01,broken clouds
631,Krasnyy Kut,RU,50.95,46.9667,31.68,97,100,3.44,overcast clouds
632,Aklavik,CA,68.2191,-135.0107,-21.28,86,4,7.76,clear sky
633,Port Hawkesbury,CA,45.6169,-61.3485,27.7,80,1,3.0,clear sky
634,Laguna,US,38.421,-121.4238,55.96,95,90,1.01,mist
635,Marsh Harbour,BS,26.5412,-77.0636,75.81,64,100,11.39,overcast clouds
636,Elda,ES,38.4778,-0.7916,54.9,61,50,4.0,scattered clouds
637,Lahij,YE,13.1667,44.5833,67.55,75,0,3.31,clear sky
638,Amga,RU,60.8953,131.9608,-4.54,96,99,2.42,overcast clouds
639,Agua Dulce,MX,18.1333,-94.1333,74.57,89,1,7.61,clear sky
640,Douentza,ML,14.9951,-2.9517,70.14,17,100,4.41,overcast clouds
641,Taltal,CL,-25.4,-70.4833,63.37,74,27,0.98,scattered clouds
642,Dawei,MM,14.0833,98.2,79.03,38,24,10.89,few clouds
643,Muncar,ID,-8.4333,114.3333,85.28,67,99,1.19,overcast clouds
644,Thunder Bay,CA,48.4001,-89.3168,17.56,72,20,5.75,few clouds
645,Crib Point,AU,-38.35,145.2,73.15,60,91,9.51,overcast clouds
646,Nabire,ID,-3.3667,135.4833,87.64,60,100,1.61,overcast clouds
647,Krabi,TH,8.0726,98.9105,80.71,73,20,10.36,few clouds
648,Kathmandu,NP,27.7167,85.3167,53.82,94,40,0.0,mist
649,Otjiwarongo,NA,-20.4637,16.6477,57.61,24,2,1.14,clear sky
650,Portland,US,45.5234,-122.6762,53.22,93,90,1.01,light rain
651,Omidiyeh,IR,30.7597,49.705,48.07,81,0,2.3,clear sky
652,Goose Creek,US,32.981,-80.0326,60.69,94,75,1.01,mist
653,Belmonte,BR,-15.8631,-38.8828,77.5,89,81,3.49,broken clouds
654,Kirovskiy,RU,45.0917,133.5136,20.39,63,2,6.87,clear sky
655,Chibuto,MZ,-24.6867,33.5306,71.8,83,39,3.33,scattered clouds
656,Shieli,KZ,44.1667,66.75,39.33,57,100,7.29,overcast clouds
657,Krasnyy Bogatyr,RU,56.0145,41.1296,19.47,92,75,3.91,broken clouds
658,Benghazi,LY,32.1167,20.0667,64.65,52,87,20.33,overcast clouds
659,Hoeselt,BE,50.8478,5.4858,39.6,87,76,14.41,broken clouds
660,Suchiapa,MX,16.6167,-93.0833,69.51,94,24,4.03,few clouds
661,Daru,PG,-9.0763,143.2092,86.34,66,56,8.01,broken clouds
662,Siilinjarvi,FI,63.0833,27.6667,1.42,85,0,3.44,clear sky
663,Lanigan,CA,51.8501,-105.0344,17.89,91,100,5.48,overcast clouds
664,Samarai,PG,-10.6167,150.6667,84.58,71,96,7.83,overcast clouds
665,Chapais,CA,49.7834,-74.8492,-7.82,97,100,1.97,overcast clouds
666,Ulverstone,AU,-41.15,146.1667,64.29,62,93,7.07,overcast clouds
667,Copiapo,CL,-27.3667,-70.3333,55.09,46,52,1.14,broken clouds
668,Dzilam Gonzalez,MX,21.2833,-88.9333,68.41,82,8,5.39,clear sky
669,Pauri,IN,30.15,78.7833,53.51,54,1,2.17,clear sky
670,Tabas,IR,33.5959,56.9244,44.85,47,0,1.43,clear sky
671,Hofn,IS,64.2539,-15.2082,29.39,59,36,8.61,scattered clouds
672,Paka,MY,4.6374,103.4368,78.73,83,40,3.44,scattered clouds
673,Mahon,ES,39.8885,4.2658,55.96,71,20,5.75,few clouds
674,Igarka,RU,67.4667,86.5833,-40.38,100,97,3.31,overcast clouds
675,Sri Aman,MY,1.2376,111.4621,80.65,89,20,1.14,few clouds
676,Miraflores,MX,19.2167,-98.8083,63.25,50,2,1.61,clear sky
677,Yabrud,SY,33.9674,36.6574,50.52,41,100,5.41,overcast clouds
678,Lar,IN,26.2039,83.9717,72.64,54,2,5.59,clear sky
679,Pombas,CV,17.1503,-25.0201,71.38,76,100,14.54,overcast clouds
680,Zeerust,ZA,-25.5369,26.0751,63.41,92,100,10.6,moderate rain
681,Maamba,ZM,-17.3667,27.15,77.72,40,55,1.99,broken clouds
682,Zhangye,CN,38.9342,100.4517,37.18,28,0,1.34,clear sky
683,Road Town,VG,18.4167,-64.6167,80.01,77,7,19.3,clear sky
684,Pavilosta,LV,56.8879,21.1859,30.11,88,90,16.89,overcast clouds
685,Siocon,PH,7.7061,122.1353,85.35,63,12,12.24,few clouds
686,Abnub,EG,27.2696,31.1511,53.82,32,89,9.75,overcast clouds
687,Kyra,RU,49.5776,111.9753,23.61,72,21,7.07,few clouds
688,Astorga,BR,-23.2325,-51.6656,77.23,50,42,4.25,scattered clouds
689,Calama,CL,-22.4667,-68.9333,59.49,21,0,6.91,clear sky
690,Conakry,GN,9.538,-13.6773,75.36,81,12,10.07,few clouds
691,Kampene,CD,-3.6,26.6667,68.56,99,100,1.21,light rain
692,Hualmay,PE,-11.0964,-77.6139,66.49,86,100,7.45,overcast clouds
693,Horsham,GB,51.064,-0.3272,42.49,85,75,14.97,broken clouds
694,Rio De Janeiro,BR,-22.9028,-43.2075,75.9,79,75,5.75,broken clouds
695,Nogliki,RU,51.8333,143.1667,15.15,82,76,15.66,broken clouds
696,Itambacuri,BR,-18.0311,-41.685,68.23,98,79,2.68,broken clouds
697,Gizo,SB,-8.103,156.8419,84.54,72,98,5.57,overcast clouds
698,Soe,ID,-9.8607,124.284,82.08,55,99,4.27,overcast clouds
699,Koulamoutou,GA,-1.1303,12.4736,71.33,98,70,1.45,broken clouds
700,Ponnani,IN,10.767,75.9252,79.92,80,6,3.18,clear sky
701,Loding,NO,67.3,14.75,21.11,53,13,11.5,few clouds
